timestamp,flex1,flex2,posture
1772275391.0919023,528,491,normal
1772275393.5727932,528,491,normal
1772275396.0543578,976,1006,normal
1772275398.6220913,976,1006,normal
1772275401.0964909,0,0,normal
1772275403.654116,0,0,normal
1772275406.1645248,0,0,normal
1772275408.7104611,0,0,normal
1772275411.192121,0,0,normal
1772275413.742347,0,0,normal
1772275416.2127395,0,0,normal
1772275418.9981873,0,0,normal
1772275421.4639518,193,177,normal
1772275424.0026155,193,177,normal
1772275426.4568703,925,931,normal
1772275428.9655185,925,931,normal
1772275431.4224138,207,208,normal
1772275433.902622,207,208,normal
1772275436.3905754,0,0,normal
1772275438.8687687,0,0,normal
1772275441.3470294,263,286,normal
1772275443.8234484,263,286,normal
1772275446.2999446,835,850,normal
1772275448.775292,835,850,normal
1772275451.2822304,541,511,normal
1772275453.8223913,541,511,normal
1772275456.307685,0,0,normal
1772275458.7861712,0,0,normal
1772275461.2315888,0,0,normal
1772275463.7020357,0,0,normal
1772275466.2222707,0,0,normal
1772275468.703714,0,0,normal
1772275471.197167,0,0,normal
1772275473.7585137,0,0,normal
1772275476.2181334,553,523,normal
1772275478.6922545,553,523,normal
1772275481.181826,0,0,normal
1772275483.6823533,0,0,normal
1772275486.1602056,0,0,normal
1772275488.6394272,0,0,normal
1772275491.1630993,0,0,normal
1772275493.7664058,0,0,normal
1772275496.318181,0,0,normal
1772275498.8827555,0,0,normal
1772275501.373537,334,327,normal
1772275503.912394,334,327,normal
1772275506.402356,0,0,normal
1772275508.8553326,0,0,normal
1772275511.3858538,0,0,normal
1772275513.9236753,0,0,normal
1772275516.396963,0,0,normal
1772275518.9024084,0,0,normal
1772275521.428435,0,0,normal
1772275523.914323,0,0,normal
1772275526.4036026,0,0,normal
1772275528.8766582,0,0,normal
1772275531.383039,0,0,normal
1772275533.9152951,0,0,normal
1772275536.4126127,0,0,normal
1772275538.8871076,0,0,normal
1772275541.5425708,0,0,normal
1772275544.0435905,0,0,normal
1772275546.6190102,0,0,normal
1772275549.2274935,0,0,normal
1772275551.781641,0,0,normal
1772275554.3950112,0,0,normal
1772275556.9020526,0,0,normal
1772275559.477772,0,0,normal
1772275561.9912162,0,0,normal
1772275564.5114589,0,0,normal
1772275567.069394,0,0,normal
1772275569.6196184,0,0,normal
1772275572.1805847,0,0,normal
1772275574.7396066,0,0,normal
1772275577.3102388,0,0,normal
1772275579.8632028,0,0,normal
1772275582.4329405,0,0,normal
1772275584.9573295,0,0,normal
1772275587.5355103,0,0,normal
1772275590.0150044,0,0,normal
1772275594.1734014,0,0,normal
1772275596.7413616,0,0,normal
1772275599.2945952,0,0,normal
1772275601.7828069,0,0,normal
1772275604.346549,0,0,normal
1772275606.9037666,0,0,normal
1772275609.4962313,0,0,normal
1772275612.0232844,0,0,normal
1772275614.4971418,0,0,normal
1772275617.0592525,0,0,normal
1772275619.5663424,0,0,normal
1772275622.1153286,0,0,normal
1772275624.8942568,0,0,normal
1772275627.3731148,0,0,normal
1772275629.9459581,0,0,normal
1772275632.493943,0,0,normal
1772275635.0718005,0,0,normal
1772275637.631002,0,0,normal
1772275640.1382523,0,0,normal
1772275642.679661,0,0,normal
1772275645.1749315,0,0,normal
1772275647.7088578,0,0,normal
1772275650.206191,0,0,normal
1772275652.7661467,0,0,normal
1772275655.3255768,0,0,normal
1772275658.0565274,0,0,normal
1772275660.575004,0,0,normal
1772275663.2448156,0,0,normal
1772275665.7957237,0,0,normal
1772275668.354566,0,0,normal
1772275670.8942862,0,0,normal
1772275673.4890418,0,0,normal
1772275676.157902,0,0,normal
1772275678.7545145,0,0,normal
1772275681.3143637,0,0,normal
1772275683.8885148,0,0,normal
1772275686.4360585,0,0,normal
1772275689.0043247,0,0,normal
1772275691.507803,0,0,normal
1772275694.0038872,0,0,normal
1772275696.5272617,0,0,normal
1772275699.0273345,0,0,normal
1772275701.575955,0,0,normal
1772275704.099161,0,0,normal
1772275706.7804003,0,0,normal
1772275709.3714664,0,0,normal
1772275713.482251,0,0,normal
1772275716.0500476,0,0,normal
1772275718.6108649,0,0,normal
1772275721.16336,0,0,normal
1772275723.7250967,0,0,normal
1772275726.2884386,0,0,normal
1772275728.8322809,0,0,normal
1772275731.418594,0,0,normal
1772275733.9719322,0,0,normal
1772275736.5287085,0,0,normal
1772275739.0735385,0,0,normal
1772275741.575753,0,0,normal
1772275744.1945653,0,0,normal
1772275746.7531545,0,0,normal
1772275749.3147335,0,0,normal
1772275751.8254921,0,0,normal
1772275754.367659,0,0,normal
1772275756.8887372,0,0,normal
1772275759.4879732,0,0,normal
1772275762.0479455,0,0,normal
1772275764.6812928,0,0,normal
1772275767.2141175,0,0,normal
1772275771.427906,0,0,normal
1772275773.916362,0,0,normal
1772275776.417762,0,0,normal
1772275778.9211009,0,0,normal
1772275781.480675,0,0,normal
1772275784.0429957,0,0,normal
1772275786.5924244,0,0,normal
1772275789.1659305,0,0,normal
1772275791.7071784,0,0,normal
1772275794.2816606,0,0,normal
1772275796.8349297,0,0,normal
1772275799.3703964,0,0,normal
1772275801.8876069,0,0,normal
1772275804.4625645,0,0,normal
1772275807.0687892,0,0,normal
1772275809.6339762,0,0,normal
1772275812.2098799,40,31,normal
1772275814.7447853,40,31,normal
1772275817.2428455,278,283,normal
1772275819.8798578,278,283,normal
1772275823.3143036,278,283,normal
1772275825.8895736,278,283,normal
1772275828.4499435,80,79,normal
1772275831.0070896,80,79,normal
1772275833.6444998,80,79,normal
1772275836.2117114,80,79,normal
1772275838.7796288,80,79,normal
1772275841.3086424,80,79,normal
1772275843.8699698,80,79,normal
1772275846.4420693,80,79,normal
1772275849.0086255,80,79,normal
1772275851.529501,48,43,normal
1772275854.1253424,48,43,normal
1772275856.6937406,302,304,normal
1772275859.2483714,302,304,normal
1772275861.806482,219,214,normal
1772275864.3744168,219,214,normal
1772275866.9348252,49,55,normal
1772275869.473138,49,55,normal
1772275872.0551598,49,55,normal
1772275874.5563302,49,55,normal
1772275877.0855541,49,55,normal
1772275879.6414783,49,55,normal
1772275882.1668482,49,55,normal
1772275884.6711566,49,55,normal
1772275887.1952877,49,55,normal
1772275889.7149353,49,55,normal
1772275892.3672862,49,55,normal
1772275894.885237,49,55,normal
1772275897.4006898,49,55,normal
1772275899.950619,49,55,normal
1772275902.5173116,49,55,normal
1772275905.157447,49,55,normal
1772275907.7091663,49,55,normal
1772275910.2726698,49,55,normal
1772275912.844855,49,55,normal
1772275915.3994353,49,55,normal
1772275917.9147904,49,55,normal
1772275920.4661577,49,55,normal
1772275923.0002117,49,55,normal
1772275925.5716224,49,55,normal
1772275928.1989875,49,55,normal
1772275930.757203,49,55,normal
1772275933.317993,49,55,normal
1772275935.8802125,49,55,normal
1772275938.3959231,49,55,normal
1772275940.9053226,49,55,normal
1772275943.5691507,49,55,normal
1772275946.059549,49,55,normal
1772275948.5905113,49,55,normal
1772275951.1380806,49,55,normal
1772275953.7005212,49,55,normal
1772275956.2145054,49,55,normal
1772275958.7248309,49,55,normal
1772275961.308241,49,55,normal
1772275963.8749511,49,55,normal
1772275966.4295204,49,55,normal
1772275968.9888465,49,55,normal
1772275971.4856913,49,55,normal
1772275973.9954195,49,55,normal
1772275976.5120015,49,55,normal
1772275979.0684173,49,55,normal
1772275981.5732577,49,55,normal
1772275984.115283,49,55,normal
1772275986.6679714,49,55,normal
1772275989.3098183,49,55,normal
1772275991.8162882,49,55,normal
1772275994.4672554,49,55,normal
1772275996.9795349,49,55,normal
1772275999.5638864,49,55,normal
1772276002.0757878,49,55,normal
1772276004.6734605,49,55,normal
1772276007.2306454,49,55,normal
1772276009.7939584,49,55,normal
1772276012.3219497,49,55,normal
1772276014.818964,49,55,normal
1772276017.3794641,49,55,normal
1772276019.9631264,49,55,normal
1772276022.578315,49,55,normal
1772276025.7893493,49,55,normal
1772276028.363472,49,55,normal
1772276030.8563225,49,55,normal
1772276033.3989763,49,55,normal
1772276035.950806,49,55,normal
1772276038.5888402,49,55,normal
1772276041.0943532,49,55,normal
1772276043.714646,49,55,normal
1772276046.2665992,49,55,normal
1772276048.8359575,49,55,normal
1772276051.3929925,278,310,normal
1772276053.8797925,278,310,normal
1772276056.4387465,278,310,normal
1772276058.9883971,278,310,normal
1772276061.496002,278,310,normal
1772276064.060232,278,310,normal
1772276066.589082,198,176,normal
1772276069.0926259,198,176,normal
1772276071.5904145,198,176,normal
1772276074.1024463,198,176,normal
1772276076.6827009,198,176,normal
1772276079.23938,198,176,normal
1772276081.7386818,198,176,normal
1772276084.2750297,198,176,normal
1772276086.8246129,198,176,normal
1772276089.3984873,198,176,normal
1772276091.978578,198,176,normal
1772276094.5979867,198,176,normal
1772276097.1638246,198,176,normal
1772276099.7075562,198,176,normal
1772276102.2227216,198,176,normal
1772276104.7581427,198,176,normal
1772276107.2629378,198,176,normal
1772276109.8048124,198,176,normal
1772276112.3531883,198,176,normal
1772276114.8995779,198,176,normal
1772276117.4782653,198,176,normal
1772276120.0428133,198,176,normal
1772276122.5988708,198,176,normal
1772276125.0973816,198,176,normal
1772276127.675093,198,176,normal
1772276130.2039988,198,176,normal
1772276132.788728,198,176,normal
1772276135.3240054,198,176,normal
1772276138.8376472,198,176,normal
1772276141.3493211,198,176,normal
1772276143.9563298,198,176,normal
1772276146.5064232,198,176,normal
1772276149.0790658,198,176,normal
1772276151.6046166,198,176,normal
1772276154.1127765,198,176,normal
1772276156.95054,198,176,normal
1772276159.5791728,198,176,normal
1772276162.1211188,198,176,normal
1772276164.6785414,198,176,normal
1772276167.221756,198,176,normal
1772276169.782218,198,176,normal
1772276172.2847466,198,176,normal
1772276174.9005067,198,176,normal
1772276177.483408,198,176,normal
1772276180.038091,198,176,normal
1772276182.559608,47,37,normal
1772276185.0745263,47,37,normal
1772276187.6205847,47,37,normal
1772276190.1376653,47,37,normal
1772276192.674759,47,37,normal
1772276195.2344065,47,37,normal
1772276197.9751186,47,37,normal
1772276200.508071,47,37,normal
1772276203.0772674,47,37,normal
1772276205.583176,47,37,normal
1772276208.1031613,47,37,normal
1772276210.6588516,47,37,normal
1772276213.2140055,47,37,normal
1772276215.7898424,47,37,normal
1772276218.3753328,47,37,normal
1772276220.948205,47,37,normal
1772276223.4579852,47,37,normal
1772276225.9795644,47,37,normal
1772276228.5151756,47,37,normal
1772276231.0807128,47,37,normal
1772276233.6281776,47,37,normal
1772276236.2715275,47,37,normal
1772276238.821044,47,37,normal
1772276241.4043784,47,37,normal
1772276243.982541,47,37,normal
1772276246.5085692,47,37,normal
1772276249.0213385,47,37,normal
1772276251.5309572,47,37,normal
1772276254.4974594,47,37,normal
1772276256.9893472,47,37,normal
1772276259.4866729,47,37,normal
1772276262.077341,47,37,normal
1772276264.6489859,47,37,normal
1772276267.2273343,47,37,normal
1772276269.7950954,47,37,normal
1772276272.3651056,47,37,normal
1772276274.9074934,47,37,normal
1772276277.4226816,47,37,normal
1772276279.9719374,47,37,normal
1772276282.5949159,47,37,normal
1772276285.158623,47,37,normal
1772276287.7254438,47,37,normal
1772276290.2668102,47,37,normal
1772276292.8347964,47,37,normal
1772276295.3587275,47,37,normal
1772276297.8857956,411,391,normal
1772276300.4224384,411,391,normal
1772276303.0057092,411,391,normal
1772276305.56585,411,391,normal
1772276308.1848984,411,391,normal
1772276310.687301,411,391,normal
1772276313.2448854,411,391,normal
1773046742.3680866,0,0,normal
1773046744.8105814,0,0,normal
1773046747.213666,0,0,normal
1773046749.748034,0,0,normal
1773046752.180074,0,0,normal
1773046754.5893304,0,0,normal
1773046756.995576,0,0,normal
1773046759.456346,0,0,normal
1773046763.0302117,0,0,normal
1773046765.443456,0,0,normal
1773046767.8815243,0,0,normal
1773046770.303515,0,0,normal
1773046772.758176,0,0,normal
1773046775.1570668,0,0,normal
1773046777.575061,0,0,normal
1773046780.029883,0,0,normal
1773046782.447816,0,0,normal
1773046784.8639324,0,0,normal
1773046787.306688,0,0,normal
1773046789.759322,0,0,normal
1773046792.2181675,0,0,normal
1773046794.6716077,0,0,normal
1773046797.2367284,0,0,normal
1773046799.6989944,0,0,normal
1773046802.2790818,0,0,normal
1773046804.7097585,0,0,normal
1773046807.9350286,0,0,normal
1773046810.3438463,0,0,normal
1773046812.7582939,0,0,normal
1773046815.172622,0,0,normal
1773046817.585404,0,0,normal
1773046820.0426412,0,0,normal
1773046822.5256228,0,0,normal
1773046824.9870172,0,0,normal
1773046827.386908,0,0,normal
1773046829.7934494,0,0,normal
1773046832.2299953,0,0,normal
1773046834.711774,0,0,normal
1773046837.3751667,0,0,normal
1773046839.8116171,0,0,normal
1773046842.2470374,0,0,normal
1773046844.6714911,0,0,normal
1773046847.1022108,0,0,normal
1773046849.5611176,0,0,normal
1773046852.0235577,0,0,normal
1773046854.4436235,0,0,normal
1773046856.891129,0,0,normal
1773046859.2960536,0,0,normal
1773046861.7007816,0,0,normal
1773046864.1159062,0,0,normal
1773046866.5369642,0,0,normal
1773046868.9560676,0,0,normal
1773046871.3701665,0,0,normal
1773046873.8419397,0,0,normal
1773046876.2706566,0,0,normal
1773046878.6830373,0,0,normal
1773046881.094467,0,0,normal
1773046884.4454858,0,0,normal
1773046886.8533456,0,0,normal
1773046889.295841,0,0,normal
1773046891.752717,0,0,normal
1773046894.2049592,0,0,normal
1773046896.6429806,0,0,normal
1773046899.1261468,0,0,normal
1773046901.5795367,0,0,normal
1773046903.998735,0,0,normal
1773046906.4195373,0,0,normal
1773046908.8453622,0,0,normal
1773046911.2454724,0,0,normal
1773046913.6562061,0,0,normal
1773046916.0538793,0,0,normal
1773046918.4744189,0,0,normal
1773046920.9273994,0,0,normal
1773046923.3914971,0,0,normal
1773046925.844893,0,0,normal
1773046928.2695158,0,0,normal
1773046930.7576978,0,0,normal
1773046933.184904,0,0,normal
1773046935.613388,0,0,normal
1773046938.0320787,0,0,normal
1773046940.485422,0,0,normal
1773046942.893057,0,0,normal
1773046945.316355,0,0,normal
1773046947.761303,0,0,normal
1773046950.1816118,0,0,normal
1773046952.5890453,0,0,normal
1773046955.0020561,0,0,normal
1773046957.3968403,0,0,normal
1773046959.799707,0,0,normal
1773046962.214696,0,0,normal
1773046964.6378484,0,0,normal
1773046967.1104767,0,0,normal
1773046969.5681355,0,0,normal
1773046972.0292041,0,0,normal
1773046974.488512,0,0,normal
1773046976.945741,0,0,normal
1773046979.5061195,0,0,normal
1773046981.9832823,0,0,normal
1773046984.3861222,0,0,normal
1773046986.7877295,0,0,normal
1773046989.3158324,0,0,normal
1773046991.7382815,0,0,normal
1773046994.156905,0,0,normal
1773046996.598254,0,0,normal
1773046999.0007093,0,0,normal
1773047001.615868,0,0,normal
1773047004.0240364,0,0,normal
1773047006.4457433,0,0,normal
1773047008.848195,0,0,normal
1773047011.2516677,0,0,normal
1773047013.6670604,0,0,normal
1773047016.0686593,0,0,normal
1773047018.5183597,0,0,normal
1773047020.9703846,0,0,normal
1773047023.3913202,0,0,normal
1773047025.8002157,0,0,normal
1773047028.2427723,0,0,normal
1773047030.661519,0,0,normal
1773047033.1579316,0,0,normal
1773047035.6161509,0,0,normal
1773047038.2360451,0,0,normal
1773047040.7362933,0,0,normal
1773047043.6019554,0,0,normal
1773047046.0666654,0,0,normal
1773047048.5211005,0,0,normal
1773047050.9665346,0,0,normal
1773047053.423193,0,0,normal
1773047055.8380268,0,0,normal
1773047058.3570974,0,0,normal
1773047060.7725887,0,0,normal
1773047063.2228508,0,0,normal
1773047066.3350284,0,0,normal
1773047068.7588055,0,0,normal
1773047071.1731844,0,0,normal
1773047073.598239,0,0,normal
1773047076.131903,0,0,normal
1773047078.5422451,0,0,normal
1773047080.9767556,0,0,normal
1773047083.4073725,0,0,normal
1773047085.8155124,0,0,normal
1773047088.2597175,0,0,normal
1773047090.6716099,0,0,normal
1773047093.0870135,0,0,normal
1773047095.690405,0,0,normal
1773047098.1052628,0,0,normal
1773047100.5149567,0,0,normal
1773047102.9976256,0,0,normal
1773047105.4530067,0,0,normal
1773047107.864913,0,0,normal
1773047110.2693024,0,0,normal
1773047112.7163398,0,0,normal
1773047115.1747963,0,0,normal
1773047117.613875,0,0,normal
1773047121.6929488,0,0,normal
1773047124.1059048,0,0,normal
1773047126.5400293,0,0,normal
1773047128.993693,0,0,normal
1773047131.4546413,0,0,normal
1773047133.8626122,0,0,normal
1773047136.6836746,0,0,normal
1773047139.2362468,0,0,normal
1773047141.6389601,0,0,normal
1773047144.0502768,0,0,normal
1773047146.508423,0,0,normal
1773047148.9616587,0,0,normal
1773047151.3610294,0,0,normal
1773047153.7769294,0,0,normal
1773047156.1960256,0,0,normal
1773047158.6019597,0,0,normal
1773047161.0480406,0,0,normal
1773047163.4598382,0,0,normal
1773047165.8721879,0,0,normal
1773047168.3176136,0,0,normal
1773047170.7433498,0,0,normal
1773047173.1486952,0,0,normal
1773047175.5658982,0,0,normal
1773047177.9772263,0,0,normal
1773047180.4035945,0,0,normal
1773047182.8193424,0,0,normal
1773047185.2410522,0,0,normal
1773047187.670522,0,0,normal
1773047190.0752738,0,0,normal
1773047192.493098,0,0,normal
1773047194.9125035,0,0,normal
1773047197.3320065,0,0,normal
1773047199.7535625,0,0,normal
1773047202.178903,0,0,normal
1773047204.5737894,0,0,normal
1773047207.027384,0,0,normal
1773047209.4294848,0,0,normal
1773047211.8472881,0,0,normal
1773047214.3166485,0,0,normal
1773047216.7510896,0,0,normal
1773047219.2174473,0,0,normal
1773047221.6115046,0,0,normal
1773047224.0211961,0,0,normal
1773047226.4813159,0,0,normal
1773047228.8969462,0,0,normal
1773047231.3024259,0,0,normal
1773047233.6984808,0,0,normal
1773047236.1034176,0,0,normal
1773047238.5646183,0,0,normal
1773047240.9730206,0,0,normal
1773047243.3681216,0,0,normal
1773047245.7825549,0,0,normal
1773047248.18678,0,0,normal
1773047251.451315,0,0,normal
1773047253.8654308,0,0,normal
1773047256.2752337,0,0,normal
1773047258.6703818,0,0,normal
1773047261.0870903,0,0,normal
1773047263.5528457,0,0,normal
1773047265.9610634,0,0,normal
1773047268.3835611,0,0,normal
1773047270.7760599,0,0,normal
1773047273.18114,0,0,normal
1773047275.6319306,0,0,normal
1773047278.0865753,0,0,normal
1773047280.6456742,0,0,normal
1773047283.1037676,0,0,normal
1773047285.5645645,0,0,normal
1773047288.1245267,0,0,normal
1773047290.5904682,0,0,normal
1773047293.0374086,0,0,normal
1773047295.4900396,0,0,normal
1773047297.9499927,0,0,normal
1773047300.363354,0,0,normal
1773047302.7748945,0,0,normal
1773047305.172183,0,0,normal
1773047307.6769075,0,0,normal
1773047310.1028466,0,0,normal
1773047312.6138082,0,0,normal
1773047315.2438016,0,0,normal
1773047317.7255518,0,0,normal
1773047726.0547402,0,0,normal
1773047728.4620287,0,0,normal
1773048042.722949,0,0,normal
1773048045.8375695,0,0,normal
1773048048.8519013,0,0,normal
1773048051.8383365,0,0,normal
1773048054.8588655,0,0,normal
1773048057.8846323,0,0,normal
1773048060.851949,0,0,normal
1773048063.9729226,0,0,normal
1773048067.046113,0,0,normal
1773048070.3563442,0,0,normal
1773048073.4145315,0,0,normal
1773048076.4211392,0,0,normal
1773048080.464363,0,0,normal
1773048084.3708408,0,0,normal
1773048088.0814342,0,0,normal
1773048092.1368644,0,0,normal
1773048096.238043,0,0,normal
1773048100.100149,0,0,normal
1773048103.892921,0,0,normal
1773048107.702923,0,0,normal
1773048111.3399882,0,0,normal
1773048115.284957,0,0,normal
1773048118.8772388,0,0,normal
1773048122.2735603,0,0,normal
1773048125.6947894,0,0,normal
1773048129.7387156,0,0,normal
1773048133.7390418,0,0,normal
1773048137.2439659,0,0,normal
1773048140.8273036,0,0,normal
1773048145.9955401,0,0,normal
1773048150.3946474,0,0,normal
1773048154.2137423,0,0,normal
1773048157.7250857,0,0,normal
1773048161.9645805,0,0,normal
1773048165.4072576,0,0,normal
1773048169.2072902,0,0,normal
1773048173.4700167,0,0,normal
1773048177.1428566,0,0,normal
1773048181.0082986,0,0,normal
